order,author,Book_name,recommend,Reading_people,info,cover
109,于娟,此生未完成,85.8%,784,这是一本记录关于生命与生活思索的书，写给内心柔软却迷路人间的你：我们要用多大的代价，才能认清活着的意义！一再提醒我们的，就是好好把握当下，以不会令自己将来后悔的方式去生活。书中收录了作者癌症治疗的经历、对人生的理解、对自己忙碌前半生的一些回忆与反思。以及关于故乡、关于亲情等的深切感悟。在病隙日记中，作者反省自己不良的生活习惯和生活细节，以生死经历总结出许多富有哲理的人生观点，以乐观、豁达的生活态度不断与命运抗争，令人重新审视“活着的意义”，理性看待死亡，珍惜生命，珍惜感情，珍惜生活。,https://wfqqreader-1252317822.image.myqcloud.com/cover/39/28221039/t6_28221039.jpg
110,季羡林,时间从来不语，却回答了所有问题,89.8%,3732,这本《时间从来不语，却回答了所有问题》分为5个部分，40篇文章，分别从对时间流逝的坦然、对人生意义的思考，对社会现象的看法，对真实自我的表达，对人间真情的热爱，传递出季羡林先生的人生观和价值观。季羡林先生是当代当之无愧的文学巨擘，在世事沉浮中始终坚守自己的精神世界，顺境不骄，逆境不惧。与大师共语，品味人生百味，这些文章涉及季老生活的方方面面，是他一生经历的缩影，经过岁月的沉淀和发酵，诠释出大师的百年智慧。季羡林对人生的参悟和豁达的处事态度，或许我们还难以抵达，但我们仍能不停追寻。,https://wfqqreader-1252317822.image.myqcloud.com/cover/63/41493063/t6_41493063.jpg
111,常书欣,反骗案中案（独家定制）,90.6%,794,《余罪》作者常书欣最新力作！一部带你见识身边花式骗局的防骗指南式小说！为了破解“江湖八大骗”与网络技术相结合的新型诈骗，市井出身的监管辅警斗十方被中州反诈骗小组招募，他跟随一对刑满释放的贼骗，一路卧底到长安市，不断揭开一起特大跨国电信诈骗案件背后越来越多的真相……,https://wfqqreader-1252317822.image.myqcloud.com/cover/925/34920925/t6_34920925.jpg
112,朱莉娅·恩德斯著 吉尔·恩德斯插画,肠子的小心思,88.0%,794,《肠子的小心思》是德国图书界的黑马，口嫌体正直的德国人，一面对粑粑说着“不要不要”，一面看得好污好欢乐。原来，德国人觉得理所当然的马桶竟是痔疮的罪魁祸首；如此现代化的今天，蹲坑这种看似原始的行为竟然还在全世界一半以上的地区保留着，而且这才是大便的正确解锁方式；跟肠子相关的事，不仅有趣，还密切关系到人体的健康状况，一个感觉不好的肠道会让我们感到沮丧，而一个健康的、营养良好的肠道会大大地改善我们的情绪……谁能想到这些奇葩欢乐的内容，竟是一位软萌妹子所写，还一举俘获36个国家和地区读者的心。让我们跟着这本新鲜出炉带着屎味的书，一起开启神奇的消化道之旅吧。,https://wfqqreader-1252317822.image.myqcloud.com/cover/976/853976/t6_853976.jpg
113,星球研究所 中国青藏高原研究会,这里是中国,85.5%,700,这本书集结星球研究所近3年来中国主题文章的精华，按照中国地势三级阶梯顺序，呈现出荒原到人间的变化，全书收录300余张精致摄影作品，涵盖诗词、动植物、人文等丰富内容，以广阔的地理视角和宏大的时间尺度，重新解读中国故事。以18个关于中国的独特话题，365张具有地域代表性的高清摄影作品，串联起中国的地理科普和人文故事。了解中国在时间长河中的起源和变迁、生命和文明的孕育及成长。,https://wfqqreader-1252317822.image.myqcloud.com/cover/163/26454163/t6_26454163.jpg
114,桐华,那些回不去的年少时光（套装全2册）,89.6%,467,桐华经典青春怀旧小说、全文修正；全二册完美收藏。总有些时光，要在过去后，才发现它已深深刻在记忆中。20世纪的最后十年，一代人最独一无二的成长记忆，小虎队、上海滩、四大天王，每当提到这些我们都无限感慨，还有那些尘封在日记里的面孔与心事……正因为短暂，青春的散场才会显得如此弥足珍贵，重要的是，我们曾经拥有那疼痛而又快乐的青春。拿起这本书，那些属于年少的记忆瞬间扑面而来，彼时的少年已经长大，属于青春的飞扬和放肆也逐渐离我们而去，胸腔里是一颗已经斑驳的心。心中，却流淌着跨越了时光的温暖，永不消逝。,https://wfqqreader-1252317822.image.myqcloud.com/cover/7/23485007/t6_23485007.jpg
115,詹姆斯·克利尔,掌控习惯,86.1%,1200,《纽约时报》畅销书；《华尔街日报》畅销书；《今日美国》畅销书；《出版商周刊》畅销书；《快公司》畅销书；《商业内幕》畅销书。为什么“习惯改变命运”？因为个人40%~50%的行为取决于无意识的习惯。习惯形成需要4步：提示→渴求→反应→奖赏。提示触发渴求，渴求激发反应，而反应则提供满足渴求的奖赏，并最终与提示相关联。这4个步骤一起形成了一个神经反馈回路——提示、渴求、反应、奖赏；提示、渴求、反应、奖赏——并最终让你养成自然而然的习惯，由此构成完整的习惯循环。美国著名习惯研究专家、习惯学院创始人詹姆斯·克莱尔根据习惯形成的4个步骤，总结了相对应的培养习惯的4大定律：让它显而易见；让它有吸引力；让它简便易行；让它令人愉悦。本书通过这4大定律、56个具体案例，帮助你快速养成良好的习惯，同时利用这4大定律的反面，可以帮助你戒除不良的习惯。,https://wfqqreader-1252317822.image.myqcloud.com/cover/843/26934843/t6_26934843.jpg
116,李娟,遥远的向日葵地,90.6%,840,2017中国好书，第七届鲁迅文学奖获奖作品。阿勒泰的葵花比阿尔勒的葵花更炽烈，最亲的亲人和最亲的家畜都是家人。广受好评的新生代非虚构散文写手李娟继“羊道”三部曲后全新力作。母亲带着家禽、牲畜，举家迁徙乌伦古河岸的戈壁，定居在葵花地边的“冬窝子”，开始一段充满艰辛与奇遇的耕种生活。荒漠上开辟的百亩葵花地，经历鹅喉羚啃食、三次补种，又接连遭遇干旱、虫害，直至收获，中间是微弱的希望和漫长等待……在这些吉光片羽的记录中，作者首次集中将思绪汇聚于自己家族成员的生活细微，他们与无垠荒漠构成完整的生态样本。,https://wfqqreader-1252317822.image.myqcloud.com/cover/687/25077687/t6_25077687.jpg
117,汪曾祺,人间草木,87.2%,515,《人间草木》是汪曾祺先生的文集，他墨写出了草木山川、花鸟虫鱼的人味，写出了乡情民俗、凡人小事温润的乡土味；以一颗从容豁达的心写出了世间的美好与灵动。他的笔尖下总是有着一连串的惊喜：清晨薄雾里带着露珠的洁白的缅桂花，明亮、丰满而使人丰满的昆明的雨，饱涨着花骨朵的木香，自得其乐的栀子花，巷子里卖杨梅的苗族女子柔柔的声音，联大那些令人难以忘却的师友，抑或是没有大喜大忧、没有烦恼、无欲望亦无追求、天然恬淡、抱膝闲看“活庄子”般的闹市闲民。汪曾祺先生一生都对生活投入真情，那水洗般的文字有种洗涤红尘世俗的力量，赋予了作品纯真的生命力。,https://wfqqreader-1252317822.image.myqcloud.com/cover/814/22476814/t6_22476814.jpg
118,埃莱娜·费兰特,我的天才女友（HBO同名热剧原著）,82.1%,807,11月28日，HBO同名电视剧开播，开播不久便入选《时代周刊》2018年度十大剧集，豆瓣当前评分9.4分。埃莱娜·费兰特“那不勒斯四部曲”第一部，讲述了女主人公莉拉和埃莱娜的少女时代。已经功成名就的埃莱娜接到莉拉儿子的电话，说他母亲彻底消失了。埃莱娜想起莉拉对自己命运的预言，于是她写下她们一生的故事莉拉和埃莱娜从小形影不离，彼此信赖，但又都视对方为自己隐秘的镜子，暗暗角力。莉拉聪明，漂亮。埃莱娜既羡慕莉拉的学习天赋和超人的决断力，又一直暗暗模仿莉拉。家人不支持莉拉继续求学，埃莱娜则怀着对朋友的关爱、嫉妒和理解，独自继续学业，却始终无法面对和莉拉竞争的失落。十六岁的莉拉决定嫁给肉食店老板，在婚宴上，她发现了丈夫的背叛。埃莱娜站在成人世界的入口，既为前途担忧，也因对思想前卫的尼诺产生朦胧好感而彷徨。,https://wfqqreader-1252317822.image.myqcloud.com/cover/122/923122/t6_923122.jpg
119,杨本芬,秋园,90.5%,1558,1914年，秋园出生在洛阳一户行医人家。长大后的秋园嫁给了驻扎当地的一位国民党文职官员。秋园先是跟随丈夫从洛阳搬到了南京。抗战爆发后，一家人又迁往重庆，中途脱离部队回到湖南乡下。在湘阴，秋园生下五个孩子，活下三个，女儿之骅排行老二。贫穷、饥饿、歧视日日侵蚀着这个家庭，之骅自小便目睹母亲为生存所做的苦苦挣扎。丈夫去世后，秋园带着两个幼子流落湖北，艰难求生。16岁时，之骅逃离了乡村，到一个偏远小城求学、扎根。秋园和之骅母女被命运抛掷底层，两代女性为活下去付出了最大努力。当晚年的之骅拿起笔回首一生，真正的救赎方才开始。,https://wfqqreader-1252317822.image.myqcloud.com/cover/899/32070899/t6_32070899.jpg
120,当年明月,明朝那些事儿·全集（2020版）,90.5%,1440,《明朝那些事儿》主要讲述的是从1344年到1644年这三百年间关于明朝的历史，参考《明实录》《明通鉴》《明史》《明史纪事本末》等二十余种明代史料和笔记杂谈，经明史专家毛佩琦审订推荐，俯瞰三百年明史，看到不一样的大明王朝：明朝，一个让人血性喷薄的朝代，一个光怪陆离的朝代、一个强悍而温情的朝代，一个历经劫难又恢宏大气的朝代。明朝就像中国历史的褶皱，每翻开一篇都有精彩无比的故事蕴含着属于中国人的文化密码、政治逻辑、人性经验。,https://wfqqreader-1252317822.image.myqcloud.com/cover/467/32006467/t6_32006467.jpg
